name;full_name;birth_date;age;height_cm;weight_kgs;positions;nationality;overall_rating;value_euro;wage_euro;preferred_foot;national_team;team_position;national_numb
T. Björkström;Tim Björkström;1/8/1991;34;154.94;76.2;RB,CB;Sweden;61;210000;1000;Right;;;
E. Gutiérrez;Edson Gutiérrez;1/19/1996;29;175.26;67.1;RB;Mexico;61;325000;6000;Right;;;
F. Arbeláez;Federico Arbeláez Ocampo;11/10/1996;28;154.94;71.2;LB,LM;Colombia;61;300000;1000;Left;;;
B. Gaye;Baboucarr Gaye;2/24/1998;27;193.04;87.1;GK;Gambia;61;350000;1000;Right;;;
Y. Mamilonne;Yannick Mamilonne;2/9/1992;33;190.5;84.8;ST;France;61;300000;4000;Right;;;
J. Torres;Juan Torres;7/26/1999;25;175.26;71.2;CDM;United States;61;400000;1000;Right;;;
N. Andereggen;Nicolás Andereggen;9/22/1999;25;175.26;74.8;ST;Argentina;61;525000;2000;Left;;;
S. van Hooijdonk;Sydney van Hooijdonk;2/6/2000;25;185.42;79.8;LM,ST;Netherlands;61;525000;1000;Right;;;
M. Harness;Marcus Harness;2/24/1996;29;182.88;69.9;RM,LM,CAM;England;61;375000;2000;Right;;;
A. Pinga;Aimery Pinga Maria;1/6/1998;27;185.42;84.8;ST,RW;Switzerland;61;450000;4000;Right;;;
Aitor Lorea;Aitor Lorea Vergara;3/14/1998;26;170.18;68;RM,LM;Spain;61;550000;1000;Right;;;
M. Gardawski;Michael Gardawski;9/25/1990;34;152.4;74.8;LB,RM;Germany;61;210000;1000;Right;;;
Liu Weidong;___;1/29/1987;38;152.4;68;RW,RM,LM;China PR;61;220000;2000;Right;;;
Brian Torres;Brian Torres Aguilar;6/24/1997;27;182.88;77.1;CB,CDM;Spain;61;400000;1000;Right;;;
A. Dønnum;Aron Dønnum;4/20/1998;26;152.4;73;RM,LM;Norway;61;400000;1000;Left;;;
T. Johnson;Tyreke Johnson;11/3/1998;26;175.26;64.9;RM;England;61;425000;4000;Right;;;
P. Will;Paul Will;3/1/1999;26;185.42;77.1;CM;Germany;61;525000;5000;Left;;;
O. Petrak;Oliver Petrak;2/6/1991;34;185.42;83;CDM,CM;Croatia;61;240000;1000;Right;;;
A. Brorsson;Arvid Brorsson;5/8/1999;25;187.96;81.2;CB;Sweden;61;325000;1000;Right;;;
M. Mara;Mohamed Mara;12/12/1996;28;175.26;64;LM,ST;Guinea;61;375000;1000;Right;;;
Ryu Jae Moon;___ ___;11/8/1993;31;182.88;72.1;CM,CB;Korea Republic;61;325000;1000;Right;;;
M. Awoudja;Maxime Awoudja;2/2/1998;27;187.96;86.2;CB;Germany;61;375000;6000;Right;;;
Álex Dos Santos;Alejandro Dos Santos Ferreira;1/15/1999;26;185.42;78.9;GK;Brazil;61;450000;2000;Right;;;
J. Thorsen;Jonas Thorsen;4/19/1990;34;182.88;78.9;CM,LB,RM;Denmark;61;250000;1000;Right;;;
D. Tuma;Davud Tuma;5/16/1996;28;152.4;69.9;LM;Germany;61;350000;1000;Left;;;
B. Koglin;Brian Koglin;1/7/1997;28;185.42;78.9;CB,LB;Germany;61;350000;2000;Left;;;
Wang Fan;__;3/8/1987;38;152.4;73.9;LB,LM;China PR;61;160000;3000;Left;;;
C. Villanueva;Carlos Villanueva;7/1/1999;25;170.18;68;CAM;Chile;61;550000;1000;Right;;;
S. Amuzie;Stanley Amuzie;2/28/1996;29;185.42;84.8;LB,LM;Nigeria;61;300000;1000;Left;;;
M. Funk;Marius Funk;1/1/1996;29;187.96;88;GK;Germany;61;290000;1000;Right;;;
Fran Sánchez;Francisco José Sánchez Rodríguez;2/8/1990;35;152.4;69.9;LM,RM;Spain;61;250000;4000;Left;;;
J. Hessenthaler;Jake Hessenthaler;4/20/1994;30;175.26;64;CM;England;61;300000;2000;Right;;;
Kun Temenuzhkov;Dzhoshkun Temenuzhkov;2/1/2000;25;167.64;76.2;ST;Bulgaria;61;525000;4000;Right;;;
S. Mladenovic;Stefan Mladenovic;4/3/1994;30;152.4;64.9;LW,RW;Norway;61;350000;1000;Right;;;
S. Ando;__ __;8/10/1990;34;185.42;78.9;GK;Japan;61;200000;1000;Right;;;
T. Galdames;Thomas Galdames;11/20/1998;26;152.4;69.9;CB,LB;Chile;61;375000;1000;Left;;;
H. Dunk;Harrison Dunk;10/25/1990;34;182.88;73;LM,LB;England;61;260000;3000;Left;;;
S. Ntiya-Ntiya;Siphosakhe Ntiya-Ntiya;10/6/1996;28;165.1;62.1;LB;South Africa;61;325000;1000;Left;;;
M. Barnofsky;Max Barnofsky;3/5/1995;30;190.5;84.8;CB;Germany;61;290000;1000;Right;;;
H. Charsley;Harry Charsley;11/1/1996;28;152.4;64;LM,CM,RM,RB;Republic of Ireland;61;375000;9000;Right;;;
Zheng Dalun;___;2/11/1994;31;170.18;67.1;RM,RW,RB,RWB;China PR;61;325000;3000;Right;;;
A. Al Saleh;Abdullah Al Saleh;10/15/1989;35;182.88;78;GK;Saudi Arabia;61;180000;4000;Right;;;
K. Etuhu;Kelvin Etuhu;5/30/1988;36;185.42;71.2;CM,CDM;Nigeria;61;230000;2000;Right;;;
A. Amaya;Andrés Felipe  Amaya Rivera;4/24/2001;23;170.18;64.9;RW,LM;Colombia;61;500000;1000;Left;;;
A. Komolong;Alwin Komolong;11/2/1994;30;182.88;79.8;CB,RB,CDM;Papua New Guinea;61;260000;1000;Right;;;
B. Moore;Brendan Moore;4/16/1992;32;190.5;87.1;GK;United States;61;230000;1000;Right;;;
M. Payares;Martín Enrique Payares Campo;3/27/1995;29;182.88;72.1;CB,LB;Colombia;61;325000;1000;Right;;;
A. López;Antonio López;4/10/1997;27;172.72;66.2;LW,LB;Mexico;61;400000;8000;Left;;;
M. Al Mania;Mujahid Al Mania;1/15/1996;29;185.42;73;ST;Saudi Arabia;61;400000;6000;Right;;;
D. Kulusevski;Dejan Kulusevski;4/25/2000;24;185.42;74.8;CM;Sweden;61;525000;2000;Left;;;
N. Okafor;Noah Okafor;5/24/2000;24;185.42;84.8;LM,RM;Switzerland;61;525000;2000;Left;;;
Sergio Pérez;Sergio Pérez Jaén;6/4/1997;27;154.94;74.8;RM;Spain;61;400000;1000;Right;;;
M. Busi;Maxime Busi;10/14/1999;25;154.94;74.8;CB,RB;Belgium;61;400000;1000;Right;;;
F. Saavedra;Felipe Ignacio Saavedra Saavedra;9/26/1996;28;172.72;67.1;LB,LWB;Chile;61;325000;1000;Left;;;
P. Kotal;Pritam Kotal;8/9/1993;31;152.4;73.9;RB,LB,CDM;India;61;;;Right;;;
K. Appin;Kévin Appin;1/20/1998;27;152.4;71.2;CDM;France;61;350000;2000;Right;;;
L. Bolton;Luke Bolton;10/7/1999;25;175.26;72.1;RM,CF;England;61;525000;1000;Right;;;
N. Laursen;Nikolai Laursen;2/19/1998;27;185.42;69.9;ST,RM,LM;Denmark;61;450000;2000;Left;;;
B. Garmston;Bradley Garmston;1/18/1994;31;152.4;68.9;LB,LWB;Republic of Ireland;61;250000;1000;Left;;;
B. Kindsvater;Benjamin Kindsvater;2/8/1993;32;175.26;67.1;RM,LM;Germany;61;300000;2000;Left;;;
Angel Sánchez;Ángel Sánchez Baró;7/28/1997;27;152.4;69.9;LM;Spain;61;375000;3000;Right;;;
E. Orona;Efraín Orona Zavala;2/22/1999;26;154.94;72.1;LB;Mexico;61;425000;2000;Left;;;
A. Kartalis;Alexandros Kartalis;1/29/1995;30;152.4;66.2;LB,CAM,LM;Greece;61;270000;1000;Left;;;
D. Tchamba;Duplexe Tchamba;7/10/1998;26;190.5;78.9;CB,LB;Cameroon;61;425000;1000;Left;;;
N. Atangana;Nigel Atangana;9/9/1989;35;187.96;72.1;CM,CDM;France;61;250000;3000;Right;;;
T. Vollnhofer;Thomas Vollnhofer;9/2/1984;40;152.4;74.8;GK;Austria;61;130000;2000;Right;;;
T. Rocha;Tony Rocha;8/21/1993;31;175.26;74.8;CM,LB,CDM;United States;61;325000;1000;Right;;;
S. Finley;Sam Finley;8/4/1992;32;170.18;68;CAM,CM,CF;England;61;325000;1000;Left;;;
M. Kanabah;Majed Kanabah;2/27/1993;32;170.18;69.9;CDM,CM;Saudi Arabia;61;270000;3000;Left;;;
T. Robinet;Thomas Robinet;8/18/1996;28;154.94;74.8;RM,ST,LM,RW;France;61;450000;1000;Right;;;
C. Dickinson;Carl Dickinson;3/31/1987;37;185.42;89.8;LB;England;61;160000;2000;Left;;;
C. Köppel;Christian Köppel;11/3/1994;30;182.88;78.9;LB,LM;Germany;61;270000;1000;Left;;;
I. Aaneba;Ismaël Aaneba;5/29/1999;25;152.4;78;RB,CB;France;61;375000;1000;Right;;;
I. Ugbo;Iké Ugbo;9/21/1998;26;185.42;73;ST;England;61;550000;8000;Right;;;
T. Nakagawa;__ __;7/27/1992;32;160.02;57.2;RW,RM,CF;Japan;61;300000;1000;Right;;;
K. Skaanes;Kasper Skaanes;3/19/1995;29;175.26;60.8;CM,RM,LW;Norway;61;375000;1000;Right;;;
L. Maniero;Luca Maniero;6/12/1995;29;187.96;88.9;GK;Italy;61;250000;1000;Right;;;
G. Mensah;Gideon Mensah;7/18/1998;26;152.4;64;LB;Ghana;61;375000;1000;Left;;;
P. Da Silva;Pierre Da Silva;7/28/1998;26;175.26;66.2;CAM,LW,CF;United States;61;550000;1000;Left;;;
L. Fritzson;Ludvig Fritzson;8/25/1995;29;182.88;77.1;CM,RW;Sweden;61;350000;1000;Right;;;
W. Burger;Wouter Burger;2/16/2001;24;190.5;73;CM;Netherlands;61;500000;1000;Left;;;
Campos;Gaizka Campos Bahíllo;5/16/1995;29;187.96;79.8;GK;Spain;61;230000;1000;Right;;;
R. Charles-Cook;Reice Charles-Cook;4/8/1994;30;185.42;79.8;GK;England;61;230000;1000;Right;;;
W. Cuesta;William David Cuesta Mosquera;2/19/1993;32;195.58;87.1;GK;Colombia;61;230000;1000;Right;;;
R. Margaret;Richonell Margaret;7/7/2000;24;187.96;73.9;ST,CAM;Netherlands;61;500000;1000;Right;;;
Guillamón;Hugo Guillamón Sammartín;1/31/2000;25;152.4;73;CB;Spain;61;475000;2000;Right;;;
L. Abdulahi;Liban Abdulahi;11/2/1995;29;152.4;59.9;CM;Netherlands;61;375000;1000;Right;;;
L. Cueto;Lucas Cueto;3/24/1996;28;175.26;64;LM,LW,ST;Germany;61;375000;1000;Left;;;
B. Källman;Benjamin Källman;8/17/1998;26;182.88;74.8;ST;Finland;61;375000;1000;Right;;;
N. Jackson;Niki Jackson;8/25/1995;29;185.42;78;ST;United States;61;400000;1000;Right;;;
Cordero;Arturo Cordero López;10/2/1994;30;187.96;79.8;GK;Spain;61;240000;1000;Right;;;
A. Riccardi;Alessio Riccardi;4/3/2001;23;152.4;64.9;CM,CAM;Italy;61;550000;4000;Right;;;
M. Toye;Mason Toye;10/16/1998;26;190.5;82.1;ST;United States;61;550000;1000;Right;;;
Chen Binbin;___;6/10/1998;26;152.4;72.1;LW,LM;China PR;61;475000;2000;Right;;;
C. Thomas;Conor Thomas;10/29/1993;31;185.42;72.1;CM,CB;England;61;325000;2000;Right;;;
A. Mansilla;Agustín Mansilla;2/9/1998;27;170.18;64;CAM;Argentina;61;400000;2000;Right;;;
E. Edwards Jr.;Earl Edwards Jr.;1/24/1992;33;190.5;93;GK;United States;61;230000;1000;Right;;;
D. Thomas;Dominic Thomas;2/14/1996;29;172.72;64.9;RM,LM;Scotland;61;375000;1000;Left;;;
A. Arboleda;Andrés Felipe Arboleda Hurtado;4/13/1987;37;182.88;83.9;CDM,CB;Colombia;61;170000;1000;Right;;;
J. Beste;Jan Niklas Beste;1/4/1999;26;175.26;64;LB;Germany;61;475000;2000;Left;;;
C. Dilo;Christopher Dilo;1/5/1994;31;187.96;87.1;GK;France;61;250000;1000;Right;;;
N. Fernández;Nicolás Fernández;8/3/1999;25;170.18;66.2;RB;Chile;61;450000;1000;Right;;;
A. Dobre;Mihai Alexandru Dobre;8/30/1998;26;152.4;71.2;LM,RM;Romania;61;425000;4000;Right;;;
G. Maris;George Maris;3/6/1996;29;154.94;74.8;CM,LM;England;61;425000;3000;Right;;;
R. Yamasaki;__ __;9/20/1992;32;187.96;79.8;ST;Japan;61;325000;1000;Left;;;
G. Hatano;___ _;5/25/1998;26;198.12;88;GK;Japan;61;400000;1000;Right;;;
M. Harzan;Mohammed Mohsen Harzan;1/12/1989;36;167.64;64.9;LM,CAM;Saudi Arabia;61;250000;4000;Right;;;
Jeong Dong Yun;___ ___;4/3/1994;30;175.26;69.9;RB;Korea Republic;61;280000;1000;Left;;;
J. Ibehre;Jabo Ibehre;1/28/1983;42;193.04;92.1;ST;England;61;120000;2000;Right;;;
Song Soo Yeong;___ Soo Yeong Song;7/8/1991;33;175.26;69.9;LW,LM;Korea Republic;61;270000;1000;Right;;;
M. Sykes;Mark Sykes;8/4/1997;27;182.88;78;CM;Northern Ireland;61;375000;2000;Right;;;
R. González;Rodrigo González;11/30/1995;29;175.26;74.8;RB,RM;Chile;61;300000;1000;Right;;;
Kim Gyeong Min;___ ___;11/1/1991;33;187.96;81.2;GK;Korea Republic;61;220000;1000;Right;;;
A. Pa_canu;Alexandru Stefan Pascanu;9/28/1998;26;185.42;73;CB,RB;Romania;61;500000;4000;Right;Romania;SUB;18
M. Piccinocchi;Mario Piccinocchi;2/21/1995;30;172.72;67.1;CDM,CM;Italy;61;325000;1000;Right;;;
B. Lepistu;Brent Lepistu;3/26/1993;31;185.42;78;CM,CDM;Estonia;61;325000;1000;Left;;;
Liu Zhenli;___;6/26/1985;39;193.04;73.9;GK;China PR;61;130000;2000;Right;;;
F. Benko;Fabian Benko;6/5/1998;26;154.94;73.9;CAM,LM;Germany;61;550000;2000;Left;;;
L. Gargu_a;_ukasz Gargu_a;2/25/1981;44;152.4;71.2;CAM,CM,LM;Poland;61;80000;1000;Right;;;
L. Mari_;Luka Mari_;4/25/1987;37;182.88;78;CB;Croatia;61;170000;1000;Right;;;
A. Khormi;Ali Hissain Khormi;8/31/1990;34;160.02;58.1;RM,ST;Saudi Arabia;61;260000;2000;Right;;;
D. Orlishausen;Dirk Orlishausen;8/15/1982;42;198.12;93.9;GK;Germany;61;60000;1000;Right;;;
Y. Clementia;Yannis Clementia;7/5/1997;27;187.96;79.8;GK;France;61;350000;2000;Right;;;
L. Lauberbach;Lion Lauberbach;2/15/1998;27;193.04;83;ST,LM,RM,CF;Germany;61;375000;1000;Right;;;
Yun Ju Tae;___ ___;6/22/1990;34;154.94;78;ST;Korea Republic;61;260000;2000;Right;;;
A. Zendejas;Adrián Zendejas Rodríguez;8/30/1995;29;195.58;83.9;GK;United States;61;300000;1000;Right;;;
D. Rogers;Danny Rogers;3/23/1994;30;185.42;77.1;GK;Republic of Ireland;61;280000;1000;Right;;;
F. Geisler;Felix Geisler;3/20/1997;27;167.64;64;CAM,RM,LM;Germany;61;400000;1000;Right;;;
B. Bödvarsson;Bödvar Bödvarsson;4/9/1995;29;185.42;79.8;LB;Iceland;61;300000;2000;Left;;;
G. Sicurella;Giuseppe Sicurella;5/28/1994;30;152.4;68.9;CDM,CB;Italy;61;290000;1000;Right;;;
J. Tymon;Josh Tymon;5/22/1999;25;152.4;73.9;LWB,LB;England;61;475000;3000;Left;;;
C. O'Malley;Conor O'Malley;8/1/1994;30;190.5;83;GK;Republic of Ireland;61;260000;1000;Right;;;
S. Klaas;Sebastian Reinhard Klaas;6/30/1998;26;152.4;64.9;CAM,RW,CM;Germany;61;550000;1000;Right;;;
G. Gül;Gökhan Gül;7/17/1998;26;154.94;78;CB,CDM;Germany;61;500000;2000;Right;;;
K. Zapolnik;Kamil Zapolnik;9/9/1992;32;182.88;77.1;ST,RM;Poland;61;325000;1000;Right;;;
J. Vollert;Jannes Vollert;1/21/1998;27;185.42;83;CB,CDM;Germany;61;375000;3000;Right;;;
I. Hajti_;Ibrahim Hajti_;4/4/1998;26;193.04;88;CB;Bosnia Herzegovina;61;375000;1000;Right;;;
K. Gipson;Ken Gipson;2/24/1996;29;152.4;68.9;RB,RWB;Germany;61;290000;1000;Right;;;
J. Sierra;José Luis Sierra Pando;6/24/1997;27;182.88;71.2;ST;Chile;61;450000;1000;Right;;;
Y. Orozco;Yéiner Orozco;12/17/1993;31;172.72;64;CDM;Colombia;61;280000;1000;Right;;;
Z. Bakayogo;Zoumana Bakayogo;8/17/1986;38;175.26;68.9;LB;Ivory Coast;61;160000;2000;Left;;;
R. de la Rosa;Roberto Carlos De La Rosa González;1/4/2000;25;152.4;73;ST;Mexico;61;525000;3000;Right;;;
B. Figueroa;Bryan Jesús Figueroa De La Hoz;6/21/1999;25;154.94;68.9;CAM;Chile;61;550000;1000;Right;;;
A. Nilsson;Alexander Nilsson;12/11/1990;34;154.94;76.2;RW,LW,ST;Sweden;61;260000;1000;Right;;;
B. Güngör;Boran Güngör;1/1/2000;25;187.96;74.8;GK;Turkey;61;425000;2000;Right;;;
J. Torres;Jairo Torres;6/5/2000;24;170.18;58.1;RW,ST;Mexico;61;525000;2000;Right;;;
P. Erhardt;Philipp Erhardt;9/10/1993;31;185.42;68.9;CDM,CB,CM;Austria;61;270000;3000;Right;;;
M. Schüler;Michael Schüler;7/22/1997;27;187.96;79.8;CB;Germany;61;325000;1000;Left;;;
L. Gerlspeck;Lukas Gerlspeck;9/27/1998;26;185.42;78.9;CB,RB;Germany;61;375000;2000;Right;;;
F. Brügmann;Felix Brügmann;11/30/1992;32;185.42;79.8;ST;Germany;61;325000;1000;Right;;;
Park Jun Hyeong;___ ___;1/25/1993;32;190.5;82.1;CB;Korea Republic;61;280000;1000;Right;;;
M. Kolar;Marko Kolar;5/31/1995;29;185.42;77.1;ST,RM;Croatia;61;350000;1000;Right;;;
S. Strømnes;Steinar Ryen Strømnes;3/19/1987;37;185.42;78.9;CB;Norway;61;170000;1000;Right;;;
I. Al Maghrabi;Ismael Mohammedjammui Al Maghrabi;7/17/1991;33;175.26;69.9;ST,LM;Saudi Arabia;61;300000;4000;Right;;;
F. Drinkuth;Felix Drinkuth;10/20/1994;30;185.42;83;RM,CAM;Germany;61;325000;2000;Right;;;
D. Horka_;Dinko Horka_;3/10/1999;25;187.96;77.1;GK;Croatia;61;450000;1000;Right;;;
B. Waters;Billy Waters;10/15/1994;30;172.72;73;RM,ST;England;61;325000;3000;Right;;;
N. Hernández;Neder Hernández;1/26/2001;24;172.72;59.9;CAM;Mexico;61;500000;3000;Right;;;
B. Diakité;Bafodé Diakité;1/6/2001;24;185.42;82.1;RB,CB;France;61;325000;2000;Right;;;
H. Adıgüzel;Hasan Ali Adıgüzel;4/3/2000;24;152.4;78;CM;Turkey;61;525000;2000;Right;;;
P. Halder;Pronay Halder;2/15/1993;32;154.94;73.9;CDM,CM;India;61;;;Right;;;
F. Aliti;Fidan Aliti;10/3/1993;31;185.42;77.1;CB,LB;Albania;61;300000;1000;Left;;;
S. Ramizi;Samir Ramizi;7/24/1991;33;182.88;69.9;RM,ST;Kosovo;61;270000;2000;Right;;;
J. McGlashan;Jermaine McGlashan;4/14/1988;36;170.18;59.9;RM;England;61;240000;3000;Right;;;
K. Velasco;Kevin Velasco;4/30/1997;27;172.72;64.9;LM,RM;Colombia;61;350000;1000;Left;;;
Jeong Woo Yeong;___ Woo Yeong Jeong;9/20/1999;25;152.4;64;LM,CAM;Korea Republic;61;525000;5000;Right;;;
Wang Jinxian;___;1/12/1996;29;175.26;69.9;RM;China PR;61;325000;2000;Right;;;
A. Lupu;Andrei Daniel Lupu;1/1/1998;27;172.72;69.9;ST;Romania;61;450000;3000;Right;;;
J. Burkardt;Jonathan Burkardt;7/11/2000;24;154.94;73.9;ST,LW;Germany;61;500000;3000;Right;;;
S. Bennett;Scott Bennett;11/30/1990;34;152.4;81.2;CB,CM;England;61;250000;2000;Right;;;
G. Smith;Graham Smith;11/25/1995;29;193.04;83.9;CB,CDM;United States;61;350000;1000;Right;;;
J. Porsan-Clémenté;Jérémie Porsan-Clémenté;12/16/1997;27;152.4;68.9;RW,RWB;France;61;375000;4000;Right;;;
N. Mohammad;Necirwan Khalil Mohammad;5/5/1992;32;175.26;68;CDM;Germany;61;250000;2000;Right;;;
Sergio Tienza;Sergio Tienza Valverde;7/10/1996;28;182.88;78;GK;Spain;61;325000;2000;Right;;;
M. O_s;M_rcis O_s;7/25/1991;33;190.5;93;CB;Latvia;61;260000;2000;Right;;;
S. Mohlin;Sixten Mohlin;1/17/1996;29;187.96;79.8;GK;Sweden;61;290000;1000;Right;;;
W. Hesl;Wolfgang Hesl;1/13/1986;39;185.42;87.1;GK;Germany;61;140000;1000;Left;;;
N. Phillips;Nathaniel Phillips;3/21/1997;27;187.96;69.9;CB;England;61;425000;9000;Right;;;
R. Lopes;Roberto Lopes;6/17/1992;32;185.42;78.9;CB,CDM;Republic of Ireland;61;240000;1000;Right;;;
P. Knechtel;Philipp Knechtel;6/28/1996;28;187.96;81.2;CB;Germany;61;400000;1000;Right;;;
S. McLoughlin;Shane McLoughlin;3/1/1997;28;175.26;69.9;CAM;Republic of Ireland;61;450000;1000;Right;;;
C. Harries;Cian Harries;4/1/1997;27;185.42;73;CB,LB;Wales;61;500000;3000;Left;;;
N. Lemus;Nelson Eduardo Lemus Hurtado;2/15/1989;36;182.88;78.9;RB,RM;Colombia;61;190000;1000;Right;;;
B. Bingham;Billy Bingham;7/15/1990;34;154.94;71.2;CM,CDM;England;61;260000;2000;Left;;;
Park Ilgyu;Ilgyu Park;12/22/1989;35;154.94;73.9;GK;Korea Republic;61;200000;1000;Right;;;
F. Otárola;Fernando Otárola;2/4/1986;39;154.94;79.8;GK;Argentina;61;140000;1000;Right;;;
M. Al Baqawi;Mohammed Al Baqawi;7/12/1995;29;172.72;68.9;RB;Saudi Arabia;61;325000;4000;Right;;;
S. Hart;Sam Hart;9/10/1996;28;182.88;69.9;LB;England;61;350000;5000;Left;;;
E. Vignato;Emanuel Vignato;8/24/2000;24;175.26;68;CAM;Italy;61;500000;1000;Right;;;
Y. Akgün;Yunus Akgün;7/7/2000;24;172.72;64.9;CF,ST,RW;Turkey;61;500000;5000;Left;;;
A. May;Alfie May;7/3/1993;31;175.26;72.1;ST;England;61;325000;2000;Right;;;
P. Kpozo;Patrick Kpozo;7/15/1997;27;154.94;77.1;LB,LWB;Ghana;61;300000;1000;Left;;;
P. Berg;Patrick Berg;11/24/1997;27;152.4;69.9;CM;Norway;61;325000;1000;Right;;;
K. Drzazga;Krzysztof Drzazga;6/20/1995;29;152.4;68.9;CAM,RM,CM,ST;Poland;61;325000;1000;Right;;;
N. Al Dawsari;Nasser Al Dawsari;12/19/1998;26;152.4;64.9;CM,CAM,CDM;Saudi Arabia;61;525000;3000;Left;;;
M. Bridge;Mark Robert Bridge;11/7/1985;39;154.94;79.8;LW;Australia;61;200000;2000;Right;;;
S. Kchouk;Slimène Kchok;5/7/1994;30;182.88;77.1;LB;Tunisia;61;280000;2000;Left;;;
H. Al Shuwaysh;Hussain Al Shuwaysh;11/7/1988;36;182.88;81.2;CB,LB;Saudi Arabia;61;200000;4000;Left;;;
C. Dagnall;Chris Dagnall;4/15/1986;38;172.72;74.8;ST,RW;England;61;200000;3000;Right;;;
J. Sterry;Jamie Sterry;11/21/1995;29;154.94;76.2;RB;England;61;325000;6000;Right;;;
T. Miller;Tom Miller;6/29/1990;34;175.26;72.1;RB,RWB;England;61;200000;3000;Right;;;
Lucas Perri;Lucas Estella Perri;12/10/1997;27;195.58;94.8;GK;Brazil;61;450000;4000;Right;;;
M. Foulds;Matty Foulds;2/1/1998;27;154.94;74.8;CB,LB;England;61;425000;8000;Left;;;
Oriol Ayala;Oriol Ayala Serra;10/19/1996;28;187.96;77.1;CB;Spain;61;300000;1000;Right;;;
T. Elrich;Tarek Elrich;1/1/1987;38;154.94;77.1;CB,LB,RB;Australia;61;170000;2000;Right;;;
E. Cicerelli;Emanuele Cicerelli;8/12/1994;30;152.4;71.2;LW;Italy;61;325000;1000;Right;;;
H. Souttar;Harry Souttar;10/22/1998;26;200.66;78.9;CB;Scotland;61;500000;3000;Right;;;
Anderson Emanuel;Anderson Castelo Branco;4/9/1996;28;175.26;67.1;LW,LM,RW;Angola;61;450000;4000;Left;;;
J. Kübler;Jannis Kübler;5/25/1999;25;175.26;71.2;CM;Germany;61;525000;1000;Left;;;
A. Nicholls;Alex Nicholls;12/9/1987;37;152.4;69.9;ST,RM;England;61;240000;4000;Right;;;
D. So_decki;Dawid So_decki;4/29/1987;37;185.42;78;CDM;Poland;61;170000;1000;Right;;;
B. Tozer;Ben Peter Anthony Tozer;3/1/1990;35;185.42;81.2;CB,CM;England;61;200000;2000;Right;;;
A. Donkor;Anton-Leander Donkor;11/11/1997;27;185.42;84.8;LM,RM,LW;Germany;61;550000;5000;Right;;;
J. Ayala;Jaime Ayala Jain;9/16/1990;34;152.4;68;RB,CB;Mexico;61;210000;1000;Right;;;
R. Durán;Rafael Durán;8/20/1997;27;185.42;71.2;RM;Mexico;61;450000;6000;Right;;;
N. Beyer;Nico Beyer;9/22/1996;28;187.96;79.8;CB;Germany;61;350000;1000;Right;;;
P. O'Connor;Paudie O'Connor;7/14/1997;27;190.5;77.1;CB;Republic of Ireland;61;375000;5000;Right;;;
D. Markey;Darragh Markey;5/23/1997;27;170.18;74.8;CAM;Republic of Ireland;61;450000;1000;Right;;;
C. Dyson;Calum Dyson;9/19/1996;28;187.96;73;ST;England;61;375000;2000;Right;;;
R. Hunt;Rob Hunt;7/7/1995;29;170.18;67.1;RB,LB;England;61;325000;2000;Right;;;
M. Cortés;Maurício Cortés;2/9/1997;28;172.72;66.2;RM,CAM,LM;Colombia;61;425000;1000;Right;;;
E. Nolan;Eddie Nolan;8/5/1988;36;185.42;77.1;CB;Republic of Ireland;61;200000;3000;Right;;;
Javi Vázquez;Javier María Vázquez López;9/14/2000;24;154.94;72.1;LB,LM;Spain;61;375000;1000;Right;;;
W. Bracamonte;Walter Bracamonte;7/22/1997;27;175.26;69.9;LM;Argentina;61;450000;2000;Right;;;
J. Wallens;Johan Wallens Otálvaro;8/3/1992;32;190.5;74.8;GK;Colombia;61;240000;1000;Right;;;
R. Prieto;Ronaldo Prieto;3/3/1997;28;170.18;60.8;CAM;Mexico;61;400000;1000;Right;;;
J. Estrada;Jonathan Estrada Barajas;3/16/1998;26;185.42;68.9;GK;Mexico;61;400000;2000;Right;;;
P. Struijk;Pascal Struijk;8/11/1999;25;190.5;78.9;CB;Netherlands;61;400000;3000;Left;;;
A. Sevinç;Ahmet Hakan Sevinç;1/4/1999;26;170.18;69.9;RW,ST;Turkey;61;550000;3000;Right;;;
B. White;Ben White;10/8/1997;27;182.88;72.1;CB;England;61;400000;5000;Right;;;
Kim Ji Min;___ ___;6/5/1993;31;154.94;64;LW,ST;Korea Republic;61;325000;2000;Right;;;
P. Amond;Pádraig Amond;4/15/1988;36;154.94;74.8;ST;Republic of Ireland;62;290000;2000;Right;;;
I. Dre_evi_;Ibrahim Dre_evi_;1/24/1997;28;185.42;81.2;CB;Sweden;62;400000;1000;Right;;;
E. Parish;Elliot Parish;5/20/1990;34;187.96;83;GK;England;62;210000;1000;Right;;;
A. Adouyev;Amir Adouyev;5/11/1999;25;182.88;77.1;CAM;France;62;650000;2000;Right;;;
M. McNulty;Mark McNulty;10/13/1980;44;187.96;69.9;GK;Republic of Ireland;62;20000;1000;Right;;;
L. Price;Lewis Price;7/19/1984;40;190.5;84.8;GK;Wales;62;150000;4000;Right;;;
F. Motori;Furkan Motori;8/18/1995;29;170.18;63;LM,RM;Sweden;62;400000;1000;Right;;;
S. Adekoya;Seyi Adekoya;12/5/1995;29;154.94;77.1;ST,RM;United States;62;425000;2000;Right;;;
R. Kaib;Rami Kaib;5/8/1997;27;152.4;63;LB;Sweden;62;350000;1000;Left;;;
